timestamp, memory.used [MiB], memory.total [MiB]
2025/04/28 15:13:13.067, 1134 MiB, 12282 MiB
2025/04/28 15:13:14.067, 1134 MiB, 12282 MiB
2025/04/28 15:13:15.067, 1134 MiB, 12282 MiB
2025/04/28 15:13:16.067, 1134 MiB, 12282 MiB
2025/04/28 15:13:17.067, 258 MiB, 12282 MiB
2025/04/28 15:13:18.068, 258 MiB, 12282 MiB
2025/04/28 15:13:19.068, 258 MiB, 12282 MiB
2025/04/28 15:13:20.068, 358 MiB, 12282 MiB
2025/04/28 15:13:21.068, 358 MiB, 12282 MiB
2025/04/28 15:13:22.068, 358 MiB, 12282 MiB
2025/04/28 15:13:23.069, 358 MiB, 12282 MiB
2025/04/28 15:13:24.069, 358 MiB, 12282 MiB
2025/04/28 15:13:25.069, 258 MiB, 12282 MiB
2025/04/28 15:13:26.069, 258 MiB, 12282 MiB
2025/04/28 15:13:27.069, 258 MiB, 12282 MiB
2025/04/28 15:13:28.069, 358 MiB, 12282 MiB
2025/04/28 15:13:29.069, 358 MiB, 12282 MiB
2025/04/28 15:13:30.070, 494 MiB, 12282 MiB
2025/04/28 15:13:31.070, 726 MiB, 12282 MiB
2025/04/28 15:13:32.070, 736 MiB, 12282 MiB
2025/04/28 15:13:33.070, 736 MiB, 12282 MiB
2025/04/28 15:13:34.070, 736 MiB, 12282 MiB
2025/04/28 15:13:35.070, 736 MiB, 12282 MiB
2025/04/28 15:13:36.070, 736 MiB, 12282 MiB
2025/04/28 15:13:37.070, 736 MiB, 12282 MiB
2025/04/28 15:13:38.070, 736 MiB, 12282 MiB
2025/04/28 15:13:39.070, 736 MiB, 12282 MiB
2025/04/28 15:13:40.071, 736 MiB, 12282 MiB
2025/04/28 15:13:41.071, 742 MiB, 12282 MiB
2025/04/28 15:13:42.071, 736 MiB, 12282 MiB
2025/04/28 15:13:43.071, 736 MiB, 12282 MiB
2025/04/28 15:13:44.071, 158 MiB, 12282 MiB
2025/04/28 15:13:45.071, 158 MiB, 12282 MiB
2025/04/28 15:13:46.072, 158 MiB, 12282 MiB
2025/04/28 15:13:47.072, 158 MiB, 12282 MiB
2025/04/28 15:13:48.072, 158 MiB, 12282 MiB
2025/04/28 15:13:49.073, 158 MiB, 12282 MiB
2025/04/28 15:13:50.073, 158 MiB, 12282 MiB
2025/04/28 15:13:51.073, 158 MiB, 12282 MiB
2025/04/28 15:13:52.073, 158 MiB, 12282 MiB
2025/04/28 15:13:53.074, 158 MiB, 12282 MiB
2025/04/28 15:13:54.074, 158 MiB, 12282 MiB
2025/04/28 15:13:55.074, 158 MiB, 12282 MiB
2025/04/28 15:13:56.075, 158 MiB, 12282 MiB
2025/04/28 15:13:57.075, 158 MiB, 12282 MiB
2025/04/28 15:13:58.075, 158 MiB, 12282 MiB
2025/04/28 15:13:59.076, 158 MiB, 12282 MiB
2025/04/28 15:14:00.076, 158 MiB, 12282 MiB
2025/04/28 15:14:01.077, 158 MiB, 12282 MiB
2025/04/28 15:14:02.077, 158 MiB, 12282 MiB
2025/04/28 15:14:03.077, 158 MiB, 12282 MiB
2025/04/28 15:14:04.078, 158 MiB, 12282 MiB
2025/04/28 15:14:05.078, 158 MiB, 12282 MiB
2025/04/28 15:14:06.079, 158 MiB, 12282 MiB
2025/04/28 15:14:07.079, 158 MiB, 12282 MiB
2025/04/28 15:14:08.079, 158 MiB, 12282 MiB
2025/04/28 15:14:09.080, 158 MiB, 12282 MiB
2025/04/28 15:14:10.080, 158 MiB, 12282 MiB
2025/04/28 15:14:11.080, 158 MiB, 12282 MiB
2025/04/28 15:14:12.081, 158 MiB, 12282 MiB
2025/04/28 15:14:13.081, 158 MiB, 12282 MiB
2025/04/28 15:14:14.082, 158 MiB, 12282 MiB
2025/04/28 15:14:15.082, 158 MiB, 12282 MiB
2025/04/28 15:14:16.082, 158 MiB, 12282 MiB
2025/04/28 15:14:17.083, 158 MiB, 12282 MiB
2025/04/28 15:14:18.083, 158 MiB, 12282 MiB
2025/04/28 15:14:19.084, 158 MiB, 12282 MiB
2025/04/28 15:14:20.084, 158 MiB, 12282 MiB
2025/04/28 15:14:21.084, 158 MiB, 12282 MiB
2025/04/28 15:14:22.085, 158 MiB, 12282 MiB
2025/04/28 15:14:23.085, 158 MiB, 12282 MiB
2025/04/28 15:14:24.086, 158 MiB, 12282 MiB
2025/04/28 15:14:25.086, 158 MiB, 12282 MiB
2025/04/28 15:14:26.086, 158 MiB, 12282 MiB
2025/04/28 15:14:27.087, 158 MiB, 12282 MiB
2025/04/28 15:14:28.087, 158 MiB, 12282 MiB
2025/04/28 15:14:29.087, 158 MiB, 12282 MiB
2025/04/28 15:14:30.087, 158 MiB, 12282 MiB
2025/04/28 15:14:31.088, 258 MiB, 12282 MiB
2025/04/28 15:14:32.088, 258 MiB, 12282 MiB
2025/04/28 15:14:33.088, 358 MiB, 12282 MiB
2025/04/28 15:14:34.088, 358 MiB, 12282 MiB
2025/04/28 15:14:35.089, 358 MiB, 12282 MiB
2025/04/28 15:14:36.089, 358 MiB, 12282 MiB
2025/04/28 15:14:37.089, 464 MiB, 12282 MiB
2025/04/28 15:14:38.089, 588 MiB, 12282 MiB
2025/04/28 15:14:39.089, 726 MiB, 12282 MiB
2025/04/28 15:14:40.089, 736 MiB, 12282 MiB
2025/04/28 15:14:41.090, 736 MiB, 12282 MiB
2025/04/28 15:14:42.090, 738 MiB, 12282 MiB
2025/04/28 15:14:43.090, 736 MiB, 12282 MiB
2025/04/28 15:14:44.090, 736 MiB, 12282 MiB
2025/04/28 15:14:45.090, 736 MiB, 12282 MiB
2025/04/28 15:14:46.090, 736 MiB, 12282 MiB
2025/04/28 15:14:47.091, 736 MiB, 12282 MiB
2025/04/28 15:14:48.091, 736 MiB, 12282 MiB
2025/04/28 15:14:49.091, 736 MiB, 12282 MiB
2025/04/28 15:14:50.091, 736 MiB, 12282 MiB
2025/04/28 15:14:51.091, 736 MiB, 12282 MiB
2025/04/28 15:14:52.092, 158 MiB, 12282 MiB
2025/04/28 15:14:53.092, 158 MiB, 12282 MiB
2025/04/28 15:14:54.093, 158 MiB, 12282 MiB
2025/04/28 15:14:55.093, 158 MiB, 12282 MiB
2025/04/28 15:14:56.093, 158 MiB, 12282 MiB
2025/04/28 15:14:57.094, 158 MiB, 12282 MiB
2025/04/28 15:14:58.094, 158 MiB, 12282 MiB
2025/04/28 15:14:59.095, 158 MiB, 12282 MiB
2025/04/28 15:15:00.095, 158 MiB, 12282 MiB
2025/04/28 15:15:01.096, 158 MiB, 12282 MiB
2025/04/28 15:15:02.096, 158 MiB, 12282 MiB
2025/04/28 15:15:03.097, 158 MiB, 12282 MiB
2025/04/28 15:15:04.097, 158 MiB, 12282 MiB
2025/04/28 15:15:05.097, 158 MiB, 12282 MiB
2025/04/28 15:15:06.097, 258 MiB, 12282 MiB
2025/04/28 15:15:07.098, 358 MiB, 12282 MiB
2025/04/28 15:15:08.098, 358 MiB, 12282 MiB
2025/04/28 15:15:09.098, 476 MiB, 12282 MiB
2025/04/28 15:15:10.098, 588 MiB, 12282 MiB
2025/04/28 15:15:11.099, 732 MiB, 12282 MiB
2025/04/28 15:15:12.099, 736 MiB, 12282 MiB
2025/04/28 15:15:13.099, 736 MiB, 12282 MiB
2025/04/28 15:15:14.099, 736 MiB, 12282 MiB
2025/04/28 15:15:15.099, 736 MiB, 12282 MiB
2025/04/28 15:15:16.100, 736 MiB, 12282 MiB
2025/04/28 15:15:17.100, 740 MiB, 12282 MiB
2025/04/28 15:15:18.100, 736 MiB, 12282 MiB
2025/04/28 15:15:19.100, 736 MiB, 12282 MiB
2025/04/28 15:15:20.100, 736 MiB, 12282 MiB
2025/04/28 15:15:21.101, 736 MiB, 12282 MiB
2025/04/28 15:15:22.101, 736 MiB, 12282 MiB
2025/04/28 15:15:23.101, 736 MiB, 12282 MiB
2025/04/28 15:15:24.101, 158 MiB, 12282 MiB
2025/04/28 15:15:25.102, 158 MiB, 12282 MiB
2025/04/28 15:15:26.102, 158 MiB, 12282 MiB
2025/04/28 15:15:27.103, 158 MiB, 12282 MiB
2025/04/28 15:15:28.103, 158 MiB, 12282 MiB
2025/04/28 15:15:29.103, 158 MiB, 12282 MiB
2025/04/28 15:15:30.104, 258 MiB, 12282 MiB
2025/04/28 15:15:31.104, 258 MiB, 12282 MiB
2025/04/28 15:15:32.104, 358 MiB, 12282 MiB
2025/04/28 15:15:33.104, 358 MiB, 12282 MiB
2025/04/28 15:15:34.104, 492 MiB, 12282 MiB
2025/04/28 15:15:35.104, 726 MiB, 12282 MiB
2025/04/28 15:15:36.105, 736 MiB, 12282 MiB
2025/04/28 15:15:37.105, 736 MiB, 12282 MiB
2025/04/28 15:15:38.105, 736 MiB, 12282 MiB
2025/04/28 15:15:39.105, 736 MiB, 12282 MiB
2025/04/28 15:15:40.105, 736 MiB, 12282 MiB
2025/04/28 15:15:41.105, 736 MiB, 12282 MiB
2025/04/28 15:15:42.106, 736 MiB, 12282 MiB
2025/04/28 15:15:43.106, 736 MiB, 12282 MiB
2025/04/28 15:15:44.106, 736 MiB, 12282 MiB
2025/04/28 15:15:45.106, 736 MiB, 12282 MiB
2025/04/28 15:15:46.106, 748 MiB, 12282 MiB
2025/04/28 15:15:47.107, 736 MiB, 12282 MiB
2025/04/28 15:15:48.107, 158 MiB, 12282 MiB
2025/04/28 15:15:49.107, 158 MiB, 12282 MiB
2025/04/28 15:15:50.108, 158 MiB, 12282 MiB
2025/04/28 15:15:51.108, 158 MiB, 12282 MiB
2025/04/28 15:15:52.108, 158 MiB, 12282 MiB
2025/04/28 15:15:53.109, 158 MiB, 12282 MiB
2025/04/28 15:15:54.109, 158 MiB, 12282 MiB
2025/04/28 15:15:55.109, 158 MiB, 12282 MiB
2025/04/28 15:15:56.110, 158 MiB, 12282 MiB
2025/04/28 15:15:57.110, 158 MiB, 12282 MiB
2025/04/28 15:15:58.110, 158 MiB, 12282 MiB
2025/04/28 15:15:59.111, 158 MiB, 12282 MiB
2025/04/28 15:16:00.111, 158 MiB, 12282 MiB
2025/04/28 15:16:01.111, 158 MiB, 12282 MiB
2025/04/28 15:16:02.112, 158 MiB, 12282 MiB
2025/04/28 15:16:03.112, 158 MiB, 12282 MiB
2025/04/28 15:16:04.113, 158 MiB, 12282 MiB
2025/04/28 15:16:05.113, 158 MiB, 12282 MiB
2025/04/28 15:16:06.113, 158 MiB, 12282 MiB
2025/04/28 15:16:07.114, 158 MiB, 12282 MiB
2025/04/28 15:16:08.114, 158 MiB, 12282 MiB
2025/04/28 15:16:09.114, 158 MiB, 12282 MiB
2025/04/28 15:16:10.115, 158 MiB, 12282 MiB
2025/04/28 15:16:11.115, 158 MiB, 12282 MiB
2025/04/28 15:16:12.115, 158 MiB, 12282 MiB
2025/04/28 15:16:13.116, 158 MiB, 12282 MiB
2025/04/28 15:16:14.116, 158 MiB, 12282 MiB
2025/04/28 15:16:15.116, 158 MiB, 12282 MiB
2025/04/28 15:16:16.117, 158 MiB, 12282 MiB
2025/04/28 15:16:17.117, 158 MiB, 12282 MiB
2025/04/28 15:16:18.117, 158 MiB, 12282 MiB
2025/04/28 15:16:19.117, 158 MiB, 12282 MiB
2025/04/28 15:16:20.118, 158 MiB, 12282 MiB
2025/04/28 15:16:21.118, 158 MiB, 12282 MiB
2025/04/28 15:16:22.118, 258 MiB, 12282 MiB
2025/04/28 15:16:23.118, 358 MiB, 12282 MiB
2025/04/28 15:16:24.118, 358 MiB, 12282 MiB
2025/04/28 15:16:25.119, 478 MiB, 12282 MiB
2025/04/28 15:16:26.119, 648 MiB, 12282 MiB
2025/04/28 15:16:27.119, 732 MiB, 12282 MiB
2025/04/28 15:16:28.119, 736 MiB, 12282 MiB
2025/04/28 15:16:29.120, 736 MiB, 12282 MiB
2025/04/28 15:16:30.120, 736 MiB, 12282 MiB
2025/04/28 15:16:31.120, 736 MiB, 12282 MiB
2025/04/28 15:16:32.120, 736 MiB, 12282 MiB
2025/04/28 15:16:33.120, 740 MiB, 12282 MiB
2025/04/28 15:16:34.120, 736 MiB, 12282 MiB
2025/04/28 15:16:35.120, 736 MiB, 12282 MiB
2025/04/28 15:16:36.120, 736 MiB, 12282 MiB
2025/04/28 15:16:37.121, 736 MiB, 12282 MiB
2025/04/28 15:16:38.121, 736 MiB, 12282 MiB
2025/04/28 15:16:39.121, 736 MiB, 12282 MiB
2025/04/28 15:16:40.121, 169 MiB, 12282 MiB
2025/04/28 15:16:41.128, 258 MiB, 12282 MiB
2025/04/28 15:16:42.129, 358 MiB, 12282 MiB
2025/04/28 15:16:43.129, 358 MiB, 12282 MiB
2025/04/28 15:16:44.129, 358 MiB, 12282 MiB
2025/04/28 15:16:45.129, 158 MiB, 12282 MiB
2025/04/28 15:16:46.130, 158 MiB, 12282 MiB
2025/04/28 15:16:47.130, 158 MiB, 12282 MiB
2025/04/28 15:16:48.131, 158 MiB, 12282 MiB
2025/04/28 15:16:49.131, 158 MiB, 12282 MiB
2025/04/28 15:16:50.131, 158 MiB, 12282 MiB
2025/04/28 15:16:51.132, 158 MiB, 12282 MiB
2025/04/28 15:16:52.132, 158 MiB, 12282 MiB
2025/04/28 15:16:53.132, 158 MiB, 12282 MiB
2025/04/28 15:16:54.133, 158 MiB, 12282 MiB
2025/04/28 15:16:55.133, 158 MiB, 12282 MiB
2025/04/28 15:16:56.134, 158 MiB, 12282 MiB
2025/04/28 15:16:57.134, 158 MiB, 12282 MiB
2025/04/28 15:16:58.135, 158 MiB, 12282 MiB
2025/04/28 15:16:59.135, 158 MiB, 12282 MiB
2025/04/28 15:17:00.135, 158 MiB, 12282 MiB
2025/04/28 15:17:01.136, 158 MiB, 12282 MiB
2025/04/28 15:17:02.136, 158 MiB, 12282 MiB
2025/04/28 15:17:03.137, 158 MiB, 12282 MiB
2025/04/28 15:17:04.137, 158 MiB, 12282 MiB
2025/04/28 15:17:05.138, 158 MiB, 12282 MiB
2025/04/28 15:17:06.138, 158 MiB, 12282 MiB
2025/04/28 15:17:07.139, 158 MiB, 12282 MiB
2025/04/28 15:17:08.139, 158 MiB, 12282 MiB
2025/04/28 15:17:09.139, 158 MiB, 12282 MiB
2025/04/28 15:17:10.140, 158 MiB, 12282 MiB
2025/04/28 15:17:11.140, 158 MiB, 12282 MiB
2025/04/28 15:17:12.141, 158 MiB, 12282 MiB
2025/04/28 15:17:13.141, 158 MiB, 12282 MiB
2025/04/28 15:17:14.141, 158 MiB, 12282 MiB
2025/04/28 15:17:15.142, 158 MiB, 12282 MiB
2025/04/28 15:17:16.142, 158 MiB, 12282 MiB
2025/04/28 15:17:17.143, 158 MiB, 12282 MiB
2025/04/28 15:17:18.143, 158 MiB, 12282 MiB
2025/04/28 15:17:19.143, 158 MiB, 12282 MiB
2025/04/28 15:17:20.144, 158 MiB, 12282 MiB
2025/04/28 15:17:21.144, 158 MiB, 12282 MiB
2025/04/28 15:17:22.145, 158 MiB, 12282 MiB
2025/04/28 15:17:23.145, 158 MiB, 12282 MiB
2025/04/28 15:17:24.145, 158 MiB, 12282 MiB
2025/04/28 15:17:25.146, 158 MiB, 12282 MiB
2025/04/28 15:17:26.146, 158 MiB, 12282 MiB
2025/04/28 15:17:27.147, 158 MiB, 12282 MiB
2025/04/28 15:17:28.147, 158 MiB, 12282 MiB
2025/04/28 15:17:29.148, 158 MiB, 12282 MiB
2025/04/28 15:17:30.148, 158 MiB, 12282 MiB
2025/04/28 15:17:31.148, 158 MiB, 12282 MiB
2025/04/28 15:17:32.149, 158 MiB, 12282 MiB
2025/04/28 15:17:33.149, 158 MiB, 12282 MiB
2025/04/28 15:17:34.150, 158 MiB, 12282 MiB
2025/04/28 15:17:35.150, 158 MiB, 12282 MiB
2025/04/28 15:17:36.151, 158 MiB, 12282 MiB
2025/04/28 15:17:37.151, 158 MiB, 12282 MiB
2025/04/28 15:17:38.151, 158 MiB, 12282 MiB
2025/04/28 15:17:39.152, 158 MiB, 12282 MiB
2025/04/28 15:17:40.152, 158 MiB, 12282 MiB
2025/04/28 15:17:41.153, 158 MiB, 12282 MiB
2025/04/28 15:17:42.153, 158 MiB, 12282 MiB
2025/04/28 15:17:43.154, 158 MiB, 12282 MiB
2025/04/28 15:17:44.154, 158 MiB, 12282 MiB
2025/04/28 15:17:45.154, 158 MiB, 12282 MiB
2025/04/28 15:17:46.155, 158 MiB, 12282 MiB
2025/04/28 15:17:47.155, 158 MiB, 12282 MiB
2025/04/28 15:17:48.156, 158 MiB, 12282 MiB
2025/04/28 15:17:49.156, 158 MiB, 12282 MiB
2025/04/28 15:17:50.157, 158 MiB, 12282 MiB
2025/04/28 15:17:51.157, 158 MiB, 12282 MiB
2025/04/28 15:17:52.157, 158 MiB, 12282 MiB
2025/04/28 15:17:53.158, 158 MiB, 12282 MiB
2025/04/28 15:17:54.158, 158 MiB, 12282 MiB
2025/04/28 15:17:55.159, 158 MiB, 12282 MiB
2025/04/28 15:17:56.159, 158 MiB, 12282 MiB
2025/04/28 15:17:57.159, 158 MiB, 12282 MiB
2025/04/28 15:17:58.160, 158 MiB, 12282 MiB
2025/04/28 15:17:59.160, 158 MiB, 12282 MiB
2025/04/28 15:18:00.161, 158 MiB, 12282 MiB
2025/04/28 15:18:01.161, 158 MiB, 12282 MiB
2025/04/28 15:18:02.161, 158 MiB, 12282 MiB
2025/04/28 15:18:03.162, 158 MiB, 12282 MiB
2025/04/28 15:18:04.162, 158 MiB, 12282 MiB
2025/04/28 15:18:05.163, 158 MiB, 12282 MiB
2025/04/28 15:18:06.163, 158 MiB, 12282 MiB
2025/04/28 15:18:07.163, 158 MiB, 12282 MiB
2025/04/28 15:18:08.164, 158 MiB, 12282 MiB
2025/04/28 15:18:09.164, 158 MiB, 12282 MiB
